,DATE,EMEA_Gen_TR,EM_Gen_TR,EM_Good_Y,EM_High_Y,US_AAA_TR,US_AAA_Y,US_AA_TR,US_AA_Y,US_A_TR,US_A_Y,US_BBB_TR,US_BBB_Y,US_BB_TR,US_BB_Y,US_B_TR,US_B_Y,US_CCC_TR,US_CCC_Y,US_Gen_TR,US_Gen_Y,US_High_Y
0,1998-12-31,100.0,100.0,8.48,14.92,253.61,5.6,257.73,5.67,257.45,5.97,261.4,6.7,119.97,8.07,114.92,10.79,108.06,18.03,1017.16,6.15,10.53
1,1999-01-04,99.44,100.09,8.48,14.9,253.25,5.62,257.56,5.68,257.15,5.99,261.14,6.72,120.0,8.07,115.15,10.77,108.41,17.92,1016.09,6.17,10.51
2,1999-01-05,100.25,100.32,8.46,14.89,252.19,5.68,256.66,5.75,256.16,6.05,260.11,6.78,119.9,8.1,115.24,10.76,109.0,17.79,1012.19,6.23,10.51
3,1999-01-06,101.17,100.9,8.37,14.79,252.72,5.66,257.2,5.72,256.8,6.02,260.74,6.75,120.09,8.07,115.36,10.74,109.38,17.71,1014.61,6.2,10.48
4,1999-01-07,101.92,100.89,8.43,14.78,252.01,5.7,256.58,5.75,256.14,6.05,259.96,6.8,119.94,8.11,115.42,10.73,109.49,17.71,1011.88,6.24,10.49
5,1999-01-08,101.96,100.81,8.4,14.82,251.27,5.75,255.96,5.81,255.46,6.11,259.31,6.84,119.83,8.14,115.71,10.69,110.33,17.54,1009.27,6.29,10.47
6,1999-01-11,102.48,100.6,8.41,14.93,250.76,5.79,255.65,5.84,255.1,6.14,258.88,6.87,119.76,8.16,115.75,10.7,110.24,17.57,1007.75,6.32,10.49
7,1999-01-12,102.11,100.51,8.37,14.96,252.03,5.72,256.84,5.76,256.39,6.07,260.21,6.8,120.02,8.12,115.77,10.71,110.28,17.55,1012.82,6.25,10.47
8,1999-01-13,101.94,97.45,8.31,16.22,253.17,5.66,257.8,5.7,257.46,6.0,261.36,6.73,119.81,8.15,115.41,10.79,109.77,17.68,1017.08,6.18,10.54
9,1999-01-14,102.08,96.26,8.37,16.74,254.92,5.56,259.31,5.6,259.17,5.9,263.17,6.63,120.07,8.13,115.42,10.79,109.95,17.64,1023.81,6.08,10.52
10,1999-01-15,101.74,96.23,8.39,16.71,253.99,5.63,258.26,5.69,258.12,5.97,262.31,6.69,119.82,8.16,115.38,10.78,110.07,17.6,1019.95,6.15,10.53
11,1999-01-18,102.17,96.4,8.29,16.72,254.2,5.62,258.39,5.69,258.26,5.97,262.47,6.71,119.9,8.16,115.46,10.79,110.16,17.6,1020.54,6.16,10.53
12,1999-01-19,102.18,97.0,8.4,16.43,253.72,5.65,257.95,5.72,257.82,6.0,262.05,6.71,120.01,8.15,115.63,10.73,110.3,17.56,1018.82,6.18,10.49
13,1999-01-20,102.29,97.57,8.42,16.26,253.16,5.69,257.54,5.76,257.36,6.04,261.65,6.74,120.18,8.13,115.83,10.71,110.89,17.45,1017.12,6.22,10.47
14,1999-01-21,102.72,97.74,8.42,16.24,253.93,5.64,258.21,5.71,258.06,6.0,262.39,6.7,120.38,8.07,115.78,10.71,111.1,17.44,1019.92,6.17,10.45
15,1999-01-22,102.65,97.78,8.36,16.38,254.83,5.6,258.89,5.67,258.96,5.95,263.34,6.64,120.48,8.06,115.72,10.73,111.18,17.43,1023.38,6.12,10.45
16,1999-01-25,102.62,97.42,8.49,16.53,254.66,5.61,258.76,5.68,258.79,5.96,263.18,6.66,120.48,8.07,116.06,10.68,111.18,17.45,1022.74,6.14,10.43
17,1999-01-26,102.73,97.57,8.37,16.59,254.39,5.63,258.55,5.7,258.55,5.98,262.94,6.68,120.45,8.1,116.16,10.67,111.29,17.44,1021.82,6.15,10.43
18,1999-01-27,102.93,97.63,8.37,16.19,254.37,5.63,258.66,5.69,258.61,5.98,263.17,6.66,120.57,8.07,116.36,10.64,111.33,17.43,1022.29,6.15,10.41
19,1999-01-28,103.09,97.86,8.3,16.18,254.77,5.61,259.01,5.67,259.03,5.95,263.64,6.64,120.69,8.05,116.47,10.62,111.4,17.41,1023.97,6.13,10.39
20,1999-01-29,103.82,98.07,8.35,16.04,255.42,5.58,259.67,5.64,259.67,5.92,264.82,6.58,120.8,8.04,116.46,10.62,111.78,17.4,1027.18,6.09,10.38
21,1999-01-31,103.86,98.05,8.68,16.11,255.49,5.59,259.76,5.63,259.76,5.92,264.92,6.58,120.85,7.97,116.52,10.63,111.81,18.28,1027.55,6.08,10.44
22,1999-02-01,103.79,98.46,8.73,15.95,253.98,5.68,258.4,5.72,258.3,6.01,263.37,6.67,120.65,8.03,116.49,10.62,111.95,18.23,1021.76,6.17,10.46
23,1999-02-02,104.22,98.62,8.8,15.89,253.12,5.73,257.71,5.77,257.5,6.06,262.56,6.72,120.6,8.05,116.36,10.66,112.13,18.23,1018.65,6.22,10.49
24,1999-02-03,104.26,99.11,8.77,15.77,252.5,5.76,257.17,5.82,256.96,6.1,262.0,6.76,120.61,8.05,116.41,10.67,112.06,18.26,1016.51,6.26,10.5
25,1999-02-04,103.83,99.16,8.84,15.72,251.68,5.82,256.4,5.87,256.1,6.16,261.17,6.82,120.52,8.06,116.43,10.67,112.04,18.25,1013.22,6.32,10.5
26,1999-02-05,103.91,99.19,8.85,15.74,251.19,5.84,256.22,5.89,255.88,6.17,260.96,6.83,120.49,8.08,116.47,10.68,112.09,18.26,1012.34,6.34,10.51
27,1999-02-08,103.55,99.14,8.85,15.79,251.43,5.83,256.46,5.88,256.13,6.16,261.32,6.82,120.56,8.07,116.7,10.65,112.63,18.25,1013.45,6.33,10.5
28,1999-02-09,103.25,99.25,8.84,15.77,251.81,5.81,256.82,5.86,256.55,6.14,261.77,6.8,120.68,8.06,116.71,10.65,112.51,18.21,1015.1,6.3,10.49
29,1999-02-10,103.58,99.51,8.82,15.7,251.82,5.81,256.79,5.86,256.53,6.14,261.74,6.8,120.74,8.05,116.65,10.65,112.28,18.26,1015.01,6.31,10.49
30,1999-02-11,103.69,99.55,8.83,15.69,251.84,5.82,256.75,5.87,256.5,6.15,261.67,6.81,120.84,8.03,116.66,10.64,112.37,18.25,1014.83,6.32,10.48
31,1999-02-12,103.92,99.55,8.82,15.7,249.5,5.96,254.63,6.02,254.23,6.3,259.32,6.96,120.36,8.11,116.67,10.65,111.89,18.36,1005.88,6.46,10.52
32,1999-02-15,103.87,99.56,8.85,15.72,249.59,5.96,254.77,6.02,254.37,6.3,259.47,6.95,120.44,8.11,116.75,10.64,111.98,18.27,1006.44,6.46,10.5
33,1999-02-16,103.85,99.95,8.83,15.64,250.45,5.92,255.6,5.98,255.29,6.26,260.52,6.9,120.62,8.09,116.7,10.64,112.15,18.25,1010.16,6.41,10.5
34,1999-02-17,104.3,100.17,8.85,15.58,251.14,5.88,256.26,5.94,256.0,6.21,261.3,6.85,120.83,8.06,116.54,10.66,112.14,18.25,1013.01,6.37,10.5
35,1999-02-18,104.69,100.56,8.76,15.43,250.8,5.94,255.93,5.96,255.55,6.24,260.79,6.88,120.75,8.07,116.54,10.67,112.03,18.29,1011.26,6.4,10.51
36,1999-02-19,104.64,100.6,8.81,15.41,250.17,5.94,255.27,6.01,254.95,6.28,260.3,6.91,120.71,8.08,116.39,10.7,111.79,18.35,1008.98,6.43,10.53
37,1999-02-22,104.59,100.73,8.8,15.39,250.78,5.91,255.88,5.97,255.58,6.24,261.04,6.88,120.91,8.07,116.23,10.74,111.55,18.42,1011.61,6.4,10.55
38,1999-02-23,104.52,100.73,8.84,15.39,250.06,5.96,255.11,6.03,254.74,6.3,260.18,6.93,120.69,8.11,116.19,10.75,111.12,18.57,1008.34,6.46,10.59
39,1999-02-24,104.63,100.58,8.88,15.46,248.78,6.04,254.04,6.11,253.58,6.38,258.94,7.01,120.46,8.15,116.17,10.76,111.04,18.64,1003.69,6.54,10.61
40,1999-02-25,103.95,100.43,9.01,15.49,247.1,6.15,252.57,6.21,251.99,6.49,257.28,7.12,120.02,8.23,115.72,10.84,110.55,18.76,997.43,6.64,10.7
41,1999-02-26,103.91,100.41,8.83,15.56,247.56,6.12,253.25,6.17,252.8,6.44,258.41,7.05,119.91,8.24,115.76,10.84,110.83,18.71,1000.88,6.59,10.7
42,1999-02-28,103.96,100.41,8.74,15.56,247.7,6.1,253.34,6.15,252.9,6.44,258.49,7.08,119.96,8.27,115.81,10.73,110.89,18.95,1001.24,6.59,10.69
43,1999-03-01,103.79,100.64,8.79,15.49,246.54,6.18,252.23,6.23,251.7,6.52,257.18,7.17,119.58,8.34,115.62,10.77,110.75,19.02,996.46,6.67,10.74
44,1999-03-02,103.91,100.63,8.75,15.52,247.4,6.13,253.22,6.18,252.73,6.46,258.17,7.11,119.69,8.33,115.47,10.8,110.58,19.05,1000.4,6.62,10.76
45,1999-03-03,103.61,100.58,8.69,15.5,246.8,6.16,252.68,6.21,252.13,6.49,257.55,7.15,119.51,8.36,115.29,10.87,110.38,19.11,998.04,6.65,10.81
46,1999-03-04,103.28,100.71,8.74,15.43,246.43,6.19,252.36,6.23,251.82,6.52,257.23,7.21,119.46,8.38,115.25,10.88,110.14,19.16,996.79,6.69,10.82
47,1999-03-05,103.53,100.93,8.65,15.4,247.69,6.11,253.48,6.16,253.03,6.44,258.52,7.1,119.72,8.35,115.25,10.88,110.22,19.15,1001.62,6.6,10.81
48,1999-03-08,103.84,101.09,8.62,15.37,248.28,6.08,253.93,6.14,253.5,6.42,258.99,7.08,119.79,8.35,115.33,10.89,110.23,19.18,1003.47,6.58,10.82
49,1999-03-09,103.8,101.39,8.57,15.3,249.42,6.01,255.07,6.06,254.72,6.34,260.31,7.0,120.2,8.28,115.52,10.86,110.39,19.12,1008.34,6.5,10.77
50,1999-03-10,103.91,101.49,8.56,15.27,249.17,6.03,254.79,6.08,254.43,6.36,260.09,7.01,120.19,8.29,115.79,10.82,110.08,19.09,1007.29,6.52,10.74
51,1999-03-11,104.17,101.67,8.59,15.2,249.22,6.03,254.84,6.08,254.47,6.37,260.19,7.01,120.25,8.29,116.03,10.79,110.58,19.03,1007.54,6.52,10.73
52,1999-03-12,104.48,101.92,8.54,15.16,249.83,5.99,255.48,6.04,255.14,6.32,260.91,6.97,120.43,8.25,116.18,10.77,110.66,19.03,1010.21,6.48,10.7
53,1999-03-15,105.14,102.38,8.52,15.03,250.06,5.99,255.78,6.03,255.65,6.3,261.49,6.94,120.57,8.24,116.3,10.75,110.69,19.04,1012.12,6.45,10.69
54,1999-03-16,105.27,102.74,8.48,14.94,250.74,5.95,256.46,5.99,256.42,6.25,262.47,6.88,120.82,8.2,116.36,10.75,110.72,19.05,1015.35,6.41,10.67
55,1999-03-17,105.84,102.85,8.48,14.92,250.43,5.98,256.1,6.02,256.0,6.28,262.13,6.9,120.88,8.19,116.49,10.73,110.37,19.15,1013.87,6.43,10.67
56,1999-03-18,106.21,102.96,8.46,14.91,250.68,5.96,256.4,6.0,256.32,6.26,262.54,6.88,120.97,8.18,116.59,10.72,110.52,19.14,1015.2,6.41,10.65
57,1999-03-19,106.38,103.73,8.36,14.7,249.96,6.01,255.71,6.04,255.59,6.31,261.79,6.93,120.97,8.19,116.77,10.69,110.98,19.06,1012.34,6.46,10.64
58,1999-03-22,106.49,104.08,8.35,14.63,249.59,6.04,255.44,6.07,255.22,6.35,261.46,6.96,120.95,8.21,116.84,10.69,111.26,19.04,1010.99,6.49,10.65
59,1999-03-23,106.55,104.28,8.37,14.59,249.69,6.03,255.62,6.06,255.36,6.33,261.72,6.94,121.07,8.19,116.71,10.72,111.23,19.06,1011.71,6.48,10.66
60,1999-03-24,106.42,104.43,8.35,14.6,250.18,6.0,256.1,6.03,255.88,6.3,262.31,6.91,121.17,8.17,116.87,10.68,111.33,19.05,1013.82,6.45,10.63
61,1999-03-25,106.78,104.59,8.38,14.53,249.56,6.04,255.47,6.07,255.2,6.35,261.55,6.95,121.02,8.21,116.94,10.67,111.49,19.02,1011.09,6.49,10.64
62,1999-03-26,106.65,104.88,8.39,14.44,249.51,6.04,255.49,6.06,255.19,6.34,261.5,6.95,121.07,8.2,116.99,10.67,111.37,19.06,1011.01,6.49,10.63
63,1999-03-29,106.88,104.99,8.43,14.35,248.9,6.08,254.94,6.11,254.59,6.38,260.9,6.99,121.04,8.21,117.05,10.69,111.86,19.0,1008.67,6.53,10.65
64,1999-03-30,107.56,105.26,8.61,14.4,249.79,6.03,255.87,6.05,255.58,6.32,261.97,6.93,121.27,8.18,116.99,10.69,112.25,18.93,1012.63,6.47,10.63
65,1999-03-31,107.85,105.41,8.57,14.38,248.95,6.05,255.07,6.09,254.91,6.35,261.67,6.97,121.25,8.22,117.16,10.39,112.52,20.78,1010.34,6.51,10.63
66,1999-04-01,108.62,105.83,8.51,14.3,248.33,6.09,254.49,6.13,254.31,6.39,261.16,7.0,121.12,8.24,117.17,10.38,113.24,20.58,1008.11,6.54,10.62
67,1999-04-02,108.89,105.92,8.48,14.3,249.56,6.02,255.72,6.05,255.71,6.29,262.54,6.92,121.44,8.19,117.2,10.38,113.28,20.58,1013.47,6.46,10.6
68,1999-04-05,108.95,106.16,8.45,14.18,249.76,6.01,255.96,6.05,255.87,6.3,262.78,6.92,121.5,8.19,117.38,10.36,113.52,20.58,1014.26,6.46,10.59
69,1999-04-06,109.16,106.47,8.38,14.06,250.84,5.95,256.84,6.0,256.9,6.25,263.89,6.86,121.78,8.15,117.67,10.31,114.32,20.44,1018.32,6.4,10.54
70,1999-04-07,110.14,106.98,8.21,13.99,250.91,5.96,256.84,6.0,256.89,6.25,263.9,6.86,121.85,8.14,118.03,10.24,114.58,20.36,1018.34,6.41,10.49
71,1999-04-08,112.26,107.58,8.17,13.83,252.29,5.88,258.11,5.92,258.31,6.17,265.37,6.78,122.31,8.09,118.13,10.2,115.1,20.26,1023.88,6.33,10.44
72,1999-04-09,112.85,107.87,8.09,13.69,252.17,5.88,257.98,5.93,258.11,6.18,265.25,6.78,122.36,8.08,118.25,10.19,115.17,20.25,1023.2,6.34,10.43
73,1999-04-12,113.78,108.21,8.05,13.61,252.19,5.9,258.01,5.94,258.16,6.19,265.36,6.79,122.54,8.05,118.42,10.18,115.59,20.21,1023.43,6.34,10.41
74,1999-04-13,115.87,108.6,8.04,13.48,251.54,5.94,257.41,5.98,257.48,6.23,264.68,6.83,122.47,8.07,118.52,10.17,116.35,20.06,1020.8,6.39,10.4
75,1999-04-14,116.47,108.88,8.05,13.41,251.55,5.93,257.42,5.98,257.48,6.23,264.56,6.84,122.51,8.07,118.66,10.15,116.04,19.95,1020.61,6.39,10.38
76,1999-04-15,116.5,109.05,8.04,13.36,251.16,5.96,257.08,6.01,257.11,6.26,264.22,6.86,122.49,8.08,118.77,10.13,116.16,19.8,1019.22,6.41,10.36
77,1999-04-16,116.69,109.26,7.96,13.33,250.45,6.01,256.43,6.06,256.4,6.31,263.56,6.9,122.36,8.11,118.78,10.13,116.53,19.75,1016.53,6.46,10.37
78,1999-04-19,115.85,109.38,7.98,13.29,251.24,5.96,257.25,6.0,257.3,6.25,264.61,6.85,122.72,8.06,118.82,10.14,116.71,19.74,1020.2,6.41,10.36
79,1999-04-20,117.03,109.76,7.89,13.28,251.67,5.94,257.61,5.99,257.63,6.24,265.08,6.83,122.75,8.06,118.78,10.15,116.82,19.71,1021.71,6.39,10.36
80,1999-04-21,116.88,109.91,7.84,13.29,251.59,5.95,257.53,6.0,257.54,6.25,265.06,6.84,122.76,8.06,118.81,10.15,117.22,19.56,1021.47,6.4,10.35
81,1999-04-22,116.85,109.9,7.9,13.27,250.32,6.03,256.35,6.08,256.22,6.33,263.61,6.93,122.51,8.11,118.9,10.13,117.29,19.57,1016.18,6.48,10.36
82,1999-04-23,117.99,110.15,7.92,13.19,250.47,6.02,256.53,6.07,256.42,6.32,263.89,6.91,122.59,8.1,118.94,10.13,117.92,19.46,1017.05,6.47,10.35
83,1999-04-26,118.2,110.39,7.87,13.14,250.78,6.01,256.86,6.05,256.77,6.3,264.32,6.89,122.76,8.08,118.97,10.14,117.65,19.56,1018.52,6.45,10.35
84,1999-04-27,118.48,110.32,7.85,13.19,251.1,5.99,257.15,6.04,257.12,6.29,264.71,6.88,122.9,8.06,119.03,10.13,117.74,19.57,1019.91,6.44,10.34
85,1999-04-28,118.46,110.51,7.89,13.14,250.71,6.02,256.71,6.07,256.63,6.32,264.21,6.92,122.81,8.08,119.05,10.13,118.22,19.45,1018.01,6.47,10.34
86,1999-04-29,119.15,110.82,7.82,13.08,251.6,5.96,257.58,6.01,257.59,6.26,265.24,6.86,123.05,8.04,119.04,10.14,117.62,19.53,1021.82,6.42,10.34
87,1999-04-30,119.24,110.71,7.8,13.16,249.61,6.07,255.68,6.16,255.51,6.41,263.23,7.01,122.63,8.13,119.16,10.06,118.13,18.65,1013.85,6.56,10.23
88,1999-05-03,118.55,110.83,7.82,13.13,249.43,6.09,255.66,6.17,255.49,6.42,263.23,6.98,122.71,8.13,119.3,10.03,118.69,18.5,1013.76,6.56,10.2
89,1999-05-04,118.93,111.01,7.83,13.07,248.67,6.14,255.09,6.2,254.83,6.46,262.56,7.02,122.61,8.14,119.34,10.01,119.09,18.44,1011.2,6.6,10.19
90,1999-05-05,119.34,110.85,7.97,13.09,248.94,6.13,255.42,6.18,255.2,6.44,262.96,7.0,122.7,8.14,119.08,10.08,119.01,18.46,1012.65,6.58,10.22
91,1999-05-06,119.79,110.81,7.94,13.14,247.45,6.23,254.0,6.28,253.66,6.54,261.52,7.09,122.38,8.2,119.08,10.07,119.48,18.39,1006.8,6.67,10.24
92,1999-05-07,120.89,111.12,7.78,13.11,247.09,6.25,253.71,6.3,253.35,6.56,261.26,7.11,122.31,8.22,119.0,10.12,119.46,18.4,1005.66,6.69,10.28
93,1999-05-10,120.99,111.16,7.8,13.12,247.76,6.21,254.47,6.25,254.11,6.52,261.94,7.08,122.42,8.22,118.84,10.15,119.23,18.45,1008.51,6.65,10.3
94,1999-05-11,120.46,110.96,7.88,13.15,246.88,6.27,253.7,6.31,253.28,6.57,261.06,7.13,122.22,8.26,118.86,10.16,118.31,18.67,1005.22,6.71,10.33
95,1999-05-12,119.03,110.91,7.89,13.14,247.09,6.26,253.97,6.3,253.58,6.56,261.4,7.11,122.19,8.27,118.75,10.19,118.62,18.63,1006.42,6.69,10.35
96,1999-05-13,120.03,111.03,7.8,13.26,248.61,6.16,255.44,6.2,255.2,6.46,263.12,7.02,122.59,8.21,118.83,10.18,118.62,18.64,1012.82,6.6,10.32
97,1999-05-14,120.23,110.68,7.95,13.31,246.09,6.34,252.93,6.38,252.48,6.64,260.22,7.19,121.8,8.34,118.6,10.22,117.64,18.8,1002.04,6.77,10.41
98,1999-05-17,120.21,110.28,8.02,13.43,245.79,6.36,252.77,6.4,252.38,6.66,260.08,7.22,121.71,8.36,118.52,10.25,117.98,18.8,1001.52,6.8,10.44
99,1999-05-18,120.42,110.05,8.05,13.5,246.18,6.34,253.12,6.38,252.7,6.64,260.2,7.22,121.68,8.37,118.53,10.26,117.83,18.82,1002.56,6.78,10.45
100,1999-05-19,121.29,109.83,8.07,13.62,246.48,6.34,253.41,6.38,253.2,6.63,260.78,7.2,121.79,8.36,118.32,10.31,118.12,18.79,1004.46,6.77,10.46
101,1999-05-20,120.49,109.45,8.12,13.74,246.31,6.36,252.85,6.42,252.65,6.66,260.35,7.22,121.67,8.39,118.24,10.33,117.61,18.9,1002.51,6.8,10.49
102,1999-05-21,120.71,108.9,8.12,13.97,247.27,6.3,253.81,6.36,253.68,6.6,261.35,7.17,121.81,8.38,118.31,10.32,117.86,18.84,1006.47,6.74,10.48
103,1999-05-24,121.08,108.52,8.15,14.07,247.77,6.27,254.29,6.33,254.14,6.58,261.8,7.15,121.86,8.38,118.18,10.36,117.86,18.88,1008.29,6.72,10.51
104,1999-05-25,121.34,108.44,8.15,14.14,247.81,6.28,253.81,6.38,253.62,6.62,261.32,7.18,121.8,8.39,118.16,10.35,117.85,18.91,1006.42,6.76,10.51
105,1999-05-26,122.82,108.75,8.12,14.04,247.12,6.33,253.13,6.43,252.92,6.67,260.67,7.23,121.54,8.44,118.0,10.38,117.87,18.92,1003.75,6.81,10.54
106,1999-05-27,122.11,108.75,8.13,13.96,246.25,6.39,252.22,6.5,252.01,6.74,259.7,7.29,121.38,8.47,117.9,10.4,117.65,18.98,1000.1,6.88,10.57
107,1999-05-28,122.14,108.5,8.16,14.05,245.52,6.43,251.96,6.52,251.58,6.76,259.39,7.32,121.31,8.5,117.85,10.41,118.01,18.92,998.61,6.9,10.59
108,1999-05-31,122.31,108.57,8.28,13.89,245.65,6.44,252.09,6.52,251.72,6.77,259.55,7.33,121.39,8.52,117.94,10.45,118.12,18.42,999.18,6.91,10.6
109,1999-06-01,122.49,108.32,8.36,13.91,243.75,6.57,250.26,6.66,249.79,6.9,257.52,7.46,120.84,8.6,117.69,10.48,118.11,18.37,991.53,7.04,10.64
110,1999-06-02,122.37,108.18,8.38,13.97,243.71,6.57,250.3,6.65,249.79,6.9,257.49,7.46,120.75,8.61,117.58,10.49,117.95,18.39,991.49,7.04,10.66
111,1999-06-03,121.71,108.17,8.38,13.97,243.78,6.56,250.39,6.64,249.86,6.89,257.53,7.45,120.69,8.62,117.41,10.52,117.57,18.44,991.76,7.03,10.68
112,1999-06-04,122.0,108.32,8.36,13.93,243.68,6.57,250.29,6.65,249.72,6.9,257.4,7.46,120.68,8.63,117.39,10.53,117.42,18.44,991.24,7.04,10.69
113,1999-06-07,122.81,108.64,8.32,13.86,243.7,6.58,250.34,6.66,249.77,6.91,257.49,7.47,120.8,8.62,117.42,10.57,117.71,18.41,991.48,7.05,10.7
114,1999-06-08,122.99,108.77,8.31,13.83,243.44,6.6,250.12,6.68,249.51,6.93,257.24,7.48,120.74,8.64,117.62,10.54,117.67,18.4,990.49,7.07,10.69
115,1999-06-09,123.39,108.85,8.33,13.82,242.97,6.63,249.68,6.71,249.06,6.96,256.8,7.52,120.65,8.66,117.62,10.54,117.78,18.39,988.74,7.1,10.7
116,1999-06-10,124.22,108.71,8.35,13.82,242.39,6.68,249.14,6.76,248.48,7.01,256.19,7.56,120.39,8.7,117.36,10.58,117.35,18.52,986.44,7.15,10.75
117,1999-06-11,124.3,108.67,8.38,13.81,241.14,6.76,247.96,6.84,247.15,7.09,254.79,7.64,120.06,8.75,117.34,10.59,116.83,18.59,981.23,7.23,10.78
118,1999-06-14,124.55,108.54,8.45,13.87,241.54,6.74,248.52,6.81,247.76,7.06,255.48,7.61,120.29,8.73,117.28,10.62,116.63,18.67,983.66,7.2,10.79
119,1999-06-15,125.96,108.74,8.39,13.79,241.61,6.74,248.52,6.8,247.78,7.06,255.46,7.61,120.29,8.74,117.31,10.61,116.92,18.52,983.69,7.2,10.77
120,1999-06-16,126.49,108.94,8.38,13.75,242.18,6.69,249.1,6.76,248.38,7.02,256.11,7.57,120.48,8.71,117.3,10.61,116.96,18.52,986.1,7.15,10.76
121,1999-06-17,128.05,109.42,8.29,13.64,244.15,6.56,251.07,6.62,250.45,6.88,258.27,7.43,121.03,8.63,117.39,10.6,117.08,18.5,994.28,7.02,10.72
122,1999-06-18,128.67,109.5,8.27,13.63,243.57,6.61,250.39,6.68,249.78,6.93,257.6,7.48,120.9,8.65,117.43,10.6,116.88,18.53,991.66,7.07,10.74
123,1999-06-21,130.81,109.74,8.27,13.57,243.21,6.65,249.86,6.72,249.14,6.99,256.93,7.53,120.8,8.68,117.52,10.61,117.1,18.52,989.21,7.12,10.75
124,1999-06-22,130.94,109.77,8.31,13.55,242.69,6.68,249.44,6.76,248.68,7.02,256.46,7.57,120.74,8.69,117.54,10.61,117.31,18.5,987.42,7.16,10.76
125,1999-06-23,130.52,109.77,8.38,13.54,241.94,6.74,248.69,6.81,247.87,7.08,255.55,7.63,120.56,8.72,117.49,10.63,117.1,18.52,984.14,7.21,10.78
126,1999-06-24,130.41,109.69,8.42,13.54,241.37,6.78,248.18,6.85,247.32,7.12,254.89,7.67,120.39,8.75,117.46,10.63,117.35,18.47,981.84,7.25,10.79
127,1999-06-25,130.28,109.65,8.41,13.57,241.74,6.75,248.56,6.83,247.74,7.09,255.28,7.65,120.44,8.75,117.48,10.63,117.36,18.48,983.42,7.23,10.78
128,1999-06-28,129.67,109.67,8.38,13.61,242.66,6.7,249.48,6.78,248.72,7.04,256.28,7.59,120.64,8.73,117.53,10.64,116.84,18.6,987.25,7.18,10.8
129,1999-06-29,129.84,109.78,8.36,13.59,243.17,6.68,249.95,6.75,249.23,7.01,256.87,7.56,120.75,8.72,117.54,10.65,117.08,18.59,989.34,7.15,10.79
130,1999-06-30,130.07,109.97,8.39,13.57,244.73,6.57,251.3,6.65,250.44,6.92,258.08,7.5,121.17,8.76,117.7,10.74,117.26,18.18,994.25,7.07,10.81
131,1999-07-01,130.0,110.13,8.37,13.53,244.28,6.6,250.86,6.69,250.06,6.96,257.73,7.53,121.17,8.76,117.88,10.72,117.73,18.22,992.74,7.1,10.8
132,1999-07-02,130.24,110.21,8.34,13.52,244.4,6.6,251.0,6.68,250.24,6.95,257.98,7.51,121.28,8.75,117.94,10.71,117.75,18.09,993.51,7.09,10.78
133,1999-07-05,130.25,110.26,8.34,13.53,244.54,6.6,251.14,6.68,250.38,6.95,258.14,7.51,121.36,8.76,118.03,10.72,117.85,18.1,994.09,7.09,10.79
134,1999-07-06,130.45,110.24,8.35,13.53,244.08,6.63,250.67,6.72,249.88,6.99,257.68,7.55,121.28,8.77,118.1,10.71,118.01,18.07,992.21,7.13,10.79
135,1999-07-07,130.8,110.29,8.36,13.53,243.77,6.66,250.34,6.75,249.54,7.01,257.26,7.58,121.18,8.79,118.17,10.7,117.79,18.13,990.77,7.16,10.8
136,1999-07-08,130.9,110.37,8.35,13.55,244.64,6.6,251.18,6.69,250.46,6.95,258.22,7.52,121.37,8.77,118.28,10.69,118.06,18.1,994.38,7.1,10.78
137,1999-07-09,132.17,110.5,8.28,13.55,244.65,6.6,251.14,6.69,250.42,6.96,258.24,7.52,121.39,8.77,118.34,10.68,118.22,18.2,994.31,7.1,10.79
138,1999-07-12,132.48,110.67,8.19,13.54,246.27,6.51,252.76,6.59,252.15,6.86,260.11,7.42,121.85,8.72,118.41,10.69,118.3,18.09,1001.22,7.0,10.76
139,1999-07-13,132.66,110.47,8.21,13.63,246.63,6.49,253.05,6.57,252.45,6.84,260.38,7.4,122.0,8.7,118.55,10.66,118.54,18.16,1002.36,6.98,10.75
140,1999-07-14,132.95,110.23,8.22,13.72,246.31,6.51,252.72,6.61,252.12,6.87,260.06,7.43,121.87,8.72,118.64,10.65,118.81,18.12,1001.09,7.01,10.74
141,1999-07-15,133.21,110.18,8.23,13.71,246.49,6.5,252.91,6.59,252.31,6.86,260.26,7.41,122.0,8.69,118.83,10.6,118.97,17.83,1001.85,7.0,10.68
142,1999-07-16,133.71,110.31,8.22,13.69,246.99,6.47,253.43,6.56,252.86,6.82,260.83,7.38,122.17,8.67,118.98,10.58,118.98,17.82,1004.01,6.96,10.66
143,1999-07-19,134.02,110.56,8.2,13.64,246.8,6.49,253.58,6.55,253.03,6.81,261.11,7.37,122.32,8.66,119.08,10.58,118.28,18.0,1004.75,6.96,10.67
144,1999-07-20,133.85,110.56,8.15,13.67,247.05,6.47,253.87,6.53,253.3,6.79,261.36,7.35,122.38,8.66,119.11,10.58,118.41,17.99,1005.79,6.93,10.67
145,1999-07-21,134.26,110.61,8.18,13.66,246.91,6.48,253.71,6.54,253.1,6.8,261.17,7.36,122.38,8.67,119.09,10.59,118.7,17.94,1005.05,6.95,10.67
146,1999-07-22,133.77,110.41,8.27,13.68,245.57,6.57,252.47,6.63,251.8,6.9,259.76,7.46,122.0,8.73,118.8,10.66,118.38,18.0,999.8,7.04,10.74
