,DATE,EMEA_Gen_TR,EM_Gen_TR,EM_Good_Y,EM_High_Y,US_AAA_TR,US_AAA_Y,US_AA_TR,US_AA_Y,US_A_TR,US_A_Y,US_BBB_TR,US_BBB_Y,US_BB_TR,US_BB_Y,US_B_TR,US_B_Y,US_CCC_TR,US_CCC_Y,US_Gen_TR,US_Gen_Y,US_High_Y
4025,2014-05-31,483.25,339.98,3.48,7.33,551.37,2.47,582.22,2.35,608.15,2.6,714.94,3.4,368.0,4.31,301.38,5.26,375.12,8.24,2553.13,2.93,5.33
4026,2014-06-02,483.62,339.74,3.5,7.31,548.54,2.53,579.75,2.41,605.61,2.66,712.18,3.46,368.12,4.32,301.59,5.27,375.44,8.25,2542.78,2.99,5.34
4027,2014-06-03,483.18,339.25,3.52,7.34,546.34,2.57,577.96,2.45,603.71,2.69,709.92,3.49,367.97,4.33,301.53,5.29,375.34,8.28,2534.78,3.02,5.36
4028,2014-06-04,482.66,339.12,3.53,7.34,546.0,2.57,577.65,2.45,603.43,2.7,709.49,3.5,367.88,4.34,301.62,5.29,375.49,8.29,2533.41,3.03,5.36
4029,2014-06-05,483.01,339.45,3.52,7.31,546.6,2.56,578.32,2.43,604.19,2.68,710.39,3.48,368.18,4.33,301.89,5.27,375.87,8.28,2536.57,3.01,5.35
4030,2014-06-06,485.23,340.54,3.48,7.2,546.09,2.57,578.05,2.44,604.05,2.69,710.93,3.48,368.74,4.3,302.27,5.24,376.59,8.21,2537.03,3.01,5.32
4031,2014-06-09,486.54,341.2,3.46,7.13,545.51,2.59,577.67,2.46,603.73,2.7,710.95,3.48,369.3,4.28,302.55,5.24,376.96,8.19,2536.29,3.02,5.3
4032,2014-06-10,486.04,341.03,3.47,7.12,544.77,2.61,577.23,2.47,603.17,2.71,710.33,3.49,369.47,4.28,302.76,5.21,377.26,8.18,2534.03,3.04,5.28
4033,2014-06-11,485.59,340.63,3.49,7.16,544.86,2.6,577.22,2.47,603.15,2.71,710.17,3.5,369.48,4.28,302.77,5.21,377.25,8.16,2533.72,3.04,5.28
4034,2014-06-12,485.76,340.77,3.48,7.16,547.08,2.57,579.05,2.44,605.1,2.68,712.27,3.46,369.67,4.27,302.83,5.2,377.3,8.17,2541.6,3.0,5.28
4035,2014-06-13,485.04,340.51,3.5,7.16,546.52,2.59,578.52,2.46,604.57,2.7,711.58,3.49,369.64,4.28,302.92,5.21,377.45,8.18,2539.26,3.03,5.28
4036,2014-06-16,483.88,340.16,3.52,7.2,547.11,2.58,578.9,2.46,605.03,2.7,711.93,3.48,369.91,4.25,303.17,5.16,377.68,8.08,2540.86,3.02,5.24
4037,2014-06-17,483.8,339.72,3.55,7.22,545.29,2.62,577.15,2.5,603.17,2.74,709.78,3.52,369.93,4.26,303.31,5.16,377.89,8.1,2533.12,3.06,5.25
4038,2014-06-18,483.98,340.11,3.53,7.18,546.57,2.6,578.32,2.47,604.38,2.71,711.23,3.49,370.05,4.25,303.34,5.15,377.85,8.09,2538.27,3.04,5.24
4039,2014-06-19,485.11,340.75,3.51,7.11,545.83,2.59,578.02,2.46,604.12,2.7,711.31,3.48,370.55,4.22,303.66,5.11,378.68,8.01,2537.74,3.02,5.2
4040,2014-06-20,484.74,340.91,3.51,7.1,546.06,2.6,578.15,2.47,604.33,2.7,711.57,3.48,370.85,4.21,303.82,5.1,379.32,7.97,2538.61,3.03,5.18
4041,2014-06-23,484.78,341.22,3.5,7.09,546.31,2.59,578.6,2.46,604.76,2.7,712.2,3.47,371.1,4.2,304.03,5.09,379.67,7.94,2540.64,3.02,5.16
4042,2014-06-24,486.45,341.91,3.46,7.07,547.8,2.57,579.92,2.44,606.19,2.67,714.16,3.44,371.15,4.2,304.03,5.09,379.75,7.91,2547.06,2.99,5.16
4043,2014-06-25,486.71,342.11,3.45,7.08,548.8,2.55,580.8,2.42,607.15,2.65,715.26,3.42,371.0,4.22,303.76,5.13,379.22,7.98,2551.03,2.97,5.19
4044,2014-06-26,486.86,342.44,3.44,7.06,550.25,2.52,581.96,2.39,608.36,2.63,716.74,3.4,370.99,4.22,303.75,5.13,379.16,8.01,2556.21,2.95,5.2
4045,2014-06-27,486.72,342.38,3.44,7.06,549.73,2.53,581.51,2.4,607.89,2.63,716.25,3.4,370.9,4.22,303.74,5.15,379.24,8.01,2554.34,2.95,5.21
4046,2014-06-30,486.75,342.49,3.46,7.09,550.64,2.51,582.23,2.41,608.56,2.65,717.16,3.42,370.93,4.3,303.71,5.24,379.4,8.0,2557.41,2.97,5.28
4047,2014-07-01,486.23,342.2,3.47,7.11,548.38,2.55,580.5,2.44,606.7,2.69,715.04,3.46,370.96,4.31,303.88,5.24,379.55,8.03,2549.71,3.01,5.29
4048,2014-07-02,486.34,341.92,3.5,7.09,545.82,2.6,578.23,2.49,604.34,2.74,712.45,3.5,370.9,4.32,303.97,5.25,379.53,8.06,2540.08,3.05,5.3
4049,2014-07-03,486.24,341.9,3.51,7.06,545.13,2.62,577.57,2.51,603.69,2.76,711.75,3.52,370.85,4.32,303.96,5.25,379.73,8.05,2537.41,3.07,5.3
4050,2014-07-04,486.33,341.96,3.51,7.06,545.18,2.62,577.62,2.51,603.75,2.75,711.84,3.52,370.91,4.32,304.02,5.25,379.82,8.05,2537.71,3.07,5.3
4051,2014-07-07,487.0,342.4,3.5,7.03,546.66,2.6,578.89,2.5,605.08,2.74,713.46,3.5,371.13,4.31,304.15,5.23,379.99,8.06,2543.39,3.05,5.29
4052,2014-07-08,487.75,343.0,3.47,6.99,548.83,2.57,580.68,2.46,607.05,2.7,715.75,3.46,371.07,4.31,304.06,5.24,379.82,8.05,2551.58,3.02,5.29
4053,2014-07-09,488.1,343.33,3.46,6.97,549.54,2.55,581.33,2.45,607.74,2.69,716.53,3.45,370.92,4.32,304.02,5.25,379.63,8.1,2554.44,3.0,5.31
4054,2014-07-10,488.02,343.18,3.46,6.99,549.67,2.53,581.48,2.43,607.89,2.68,716.65,3.44,370.21,4.38,303.4,5.35,378.69,8.18,2554.98,2.99,5.39
4055,2014-07-11,487.9,343.32,3.46,6.99,550.29,2.53,582.08,2.42,608.46,2.67,717.35,3.43,370.33,4.37,303.5,5.34,378.72,8.18,2557.45,2.98,5.38
4056,2014-07-14,488.04,343.3,3.46,6.98,549.41,2.54,581.28,2.44,607.62,2.68,716.43,3.44,370.48,4.36,303.73,5.32,378.94,8.13,2554.01,3.0,5.36
4057,2014-07-15,488.05,343.26,3.47,6.99,549.41,2.55,581.17,2.45,607.57,2.69,716.35,3.45,370.1,4.39,303.38,5.38,378.43,8.16,2553.75,3.0,5.4
4058,2014-07-16,488.14,343.21,3.47,7.0,549.93,2.55,581.6,2.45,607.96,2.69,716.72,3.45,369.87,4.41,303.05,5.42,377.93,8.22,2555.28,3.0,5.44
4059,2014-07-17,485.22,342.71,3.51,7.07,552.47,2.51,583.56,2.41,610.07,2.65,718.6,3.42,369.27,4.46,302.44,5.47,377.17,8.31,2563.16,2.97,5.49
4060,2014-07-18,484.48,342.51,3.52,7.11,551.96,2.52,583.26,2.42,609.63,2.66,718.05,3.44,368.63,4.5,301.97,5.53,376.52,8.39,2561.33,2.98,5.55
4061,2014-07-21,482.65,342.2,3.55,7.15,552.51,2.52,583.82,2.42,610.22,2.66,718.48,3.44,368.48,4.52,301.85,5.56,376.39,8.42,2563.38,2.99,5.57
4062,2014-07-22,482.85,342.52,3.53,7.13,553.06,2.51,584.37,2.41,610.77,2.65,719.19,3.43,368.99,4.49,302.12,5.54,376.61,8.42,2565.8,2.97,5.55
4063,2014-07-23,483.68,343.05,3.51,7.09,553.06,2.51,584.37,2.41,610.75,2.64,719.45,3.42,369.34,4.47,302.45,5.5,377.25,8.36,2566.18,2.97,5.52
4064,2014-07-24,483.38,343.03,3.52,7.06,551.23,2.54,582.98,2.44,609.18,2.68,717.84,3.45,369.45,4.47,302.58,5.5,377.6,8.36,2560.01,3.0,5.51
4065,2014-07-25,481.77,342.76,3.54,7.12,553.32,2.51,584.47,2.42,610.82,2.65,719.58,3.43,369.32,4.47,302.47,5.5,377.43,8.37,2566.58,2.98,5.52
4066,2014-07-28,479.97,342.29,3.57,7.18,552.69,2.53,583.79,2.43,610.21,2.67,718.77,3.45,369.25,4.48,302.46,5.51,377.44,8.41,2563.83,2.99,5.53
4067,2014-07-29,479.35,342.12,3.57,7.25,554.06,2.5,585.02,2.41,611.42,2.65,720.0,3.43,369.09,4.5,302.05,5.56,376.85,8.47,2568.65,2.97,5.57
4068,2014-07-30,479.29,341.73,3.6,7.25,550.52,2.57,582.02,2.47,608.27,2.71,716.45,3.5,368.44,4.54,301.56,5.63,376.26,8.55,2555.63,3.04,5.63
4069,2014-07-31,480.19,341.44,3.64,7.38,550.67,2.59,581.81,2.5,608.03,2.74,716.01,3.53,366.28,4.76,299.71,5.91,373.64,8.98,2554.4,3.06,5.9
4070,2014-08-01,479.08,340.84,3.64,7.5,552.0,2.54,582.83,2.45,609.11,2.7,716.63,3.5,364.32,4.89,298.12,6.05,371.55,9.16,2557.89,3.03,6.04
4071,2014-08-04,478.37,340.82,3.64,7.54,552.34,2.53,583.25,2.44,609.53,2.69,717.12,3.49,364.75,4.86,298.55,6.01,371.71,9.17,2559.66,3.02,6.02
4072,2014-08-05,477.36,340.45,3.65,7.6,552.77,2.53,583.48,2.44,609.88,2.68,717.13,3.49,365.71,4.81,299.41,5.93,372.47,9.06,2560.45,3.02,5.94
4073,2014-08-06,474.81,339.73,3.68,7.73,552.95,2.52,583.53,2.44,609.89,2.68,716.75,3.5,365.34,4.83,298.98,5.97,372.19,9.11,2559.9,3.02,5.97
4074,2014-08-07,473.81,339.85,3.68,7.74,554.86,2.48,585.1,2.4,611.53,2.65,718.51,3.47,366.15,4.78,299.5,5.91,372.8,9.05,2566.52,2.99,5.92
4075,2014-08-08,473.29,339.54,3.7,7.79,555.05,2.48,585.03,2.41,611.52,2.65,718.4,3.48,366.12,4.78,299.46,5.91,372.38,9.07,2566.29,2.99,5.92
4076,2014-08-11,475.46,340.26,3.66,7.73,554.87,2.49,584.97,2.41,611.46,2.66,718.64,3.48,367.43,4.7,300.26,5.84,373.56,8.99,2566.54,2.99,5.85
4077,2014-08-12,476.85,340.66,3.64,7.69,553.73,2.5,584.15,2.42,610.54,2.67,717.94,3.48,368.12,4.66,300.81,5.79,373.34,8.99,2563.3,3.0,5.81
4078,2014-08-13,478.55,341.48,3.6,7.63,555.02,2.47,585.21,2.39,611.6,2.65,719.42,3.45,369.15,4.61,301.66,5.71,373.96,8.9,2568.17,2.98,5.74
4079,2014-08-14,479.89,342.19,3.56,7.58,556.68,2.45,586.5,2.37,612.99,2.62,721.17,3.43,370.11,4.54,302.22,5.64,374.54,8.75,2574.18,2.95,5.66
4080,2014-08-15,480.43,342.85,3.54,7.53,558.78,2.42,588.22,2.35,614.95,2.59,723.49,3.39,370.61,4.51,302.46,5.61,375.09,8.73,2582.37,2.92,5.63
4081,2014-08-18,481.11,343.09,3.53,7.5,556.77,2.45,586.66,2.38,613.17,2.62,721.8,3.42,371.23,4.47,303.01,5.55,375.59,8.68,2575.6,2.95,5.58
4082,2014-08-19,482.25,343.45,3.52,7.46,555.73,2.47,586.05,2.39,612.5,2.63,721.23,3.43,371.77,4.44,303.29,5.53,375.81,8.66,2573.14,2.96,5.55
4083,2014-08-20,481.96,343.26,3.53,7.48,555.22,2.5,585.54,2.42,611.86,2.67,720.66,3.45,372.08,4.41,303.42,5.5,375.83,8.64,2570.8,2.99,5.53
4084,2014-08-21,482.85,343.55,3.51,7.49,556.07,2.49,586.32,2.41,612.76,2.65,721.97,3.43,372.25,4.41,303.58,5.51,375.76,8.7,2574.94,2.97,5.54
4085,2014-08-22,482.64,343.65,3.51,7.51,556.77,2.5,586.8,2.42,613.3,2.66,722.74,3.43,372.31,4.41,303.55,5.52,375.87,8.68,2577.41,2.98,5.54
4086,2014-08-25,482.94,343.86,3.51,7.53,557.12,2.5,587.38,2.41,614.03,2.65,723.68,3.42,372.61,4.4,303.74,5.51,376.16,8.63,2580.53,2.97,5.52
4087,2014-08-26,483.27,344.36,3.49,7.48,556.83,2.5,587.42,2.41,614.03,2.65,723.93,3.42,372.81,4.4,303.81,5.5,376.37,8.62,2580.95,2.96,5.52
4088,2014-08-27,484.0,344.95,3.47,7.45,558.49,2.48,588.71,2.38,615.37,2.63,725.67,3.39,372.97,4.39,303.78,5.51,376.53,8.64,2586.87,2.94,5.52
4089,2014-08-28,481.77,344.74,3.48,7.51,559.97,2.46,589.9,2.36,616.65,2.61,726.92,3.38,372.98,4.39,303.83,5.49,376.63,8.63,2591.8,2.92,5.51
4090,2014-08-29,479.67,344.39,3.5,7.57,559.54,2.46,589.69,2.36,616.39,2.61,726.5,3.38,373.05,4.38,303.83,5.49,376.82,8.58,2590.55,2.93,5.5
4091,2014-08-31,479.75,344.45,3.5,7.49,559.59,2.46,589.75,2.38,616.45,2.62,726.6,3.4,373.11,4.43,303.89,5.53,376.91,8.69,2590.85,2.95,5.55
4092,2014-09-01,479.69,344.47,3.51,7.49,559.64,2.46,589.8,2.38,616.52,2.62,726.69,3.4,373.17,4.43,303.94,5.52,377.0,8.68,2591.15,2.94,5.54
4093,2014-09-02,477.86,343.64,3.55,7.57,556.23,2.52,587.06,2.44,613.58,2.68,723.32,3.45,372.89,4.44,303.91,5.54,376.98,8.75,2578.94,3.0,5.57
4094,2014-09-03,480.24,344.23,3.51,7.54,556.65,2.52,587.49,2.43,613.88,2.68,724.13,3.44,372.55,4.47,303.68,5.56,376.74,8.75,2581.03,2.99,5.59
4095,2014-09-04,480.87,344.29,3.51,7.53,554.84,2.55,586.0,2.46,612.28,2.7,722.43,3.47,372.02,4.51,303.27,5.62,376.11,8.83,2574.6,3.02,5.64
4096,2014-09-05,482.13,344.15,3.5,7.55,554.05,2.54,585.38,2.45,611.59,2.7,721.75,3.47,371.34,4.56,302.6,5.69,375.08,8.93,2571.94,3.02,5.71
4097,2014-09-08,482.27,343.91,3.5,7.64,554.44,2.55,585.41,2.46,611.68,2.71,721.78,3.47,371.27,4.57,302.83,5.69,375.18,8.95,2572.19,3.03,5.72
4098,2014-09-09,481.66,343.63,3.52,7.65,553.59,2.58,584.51,2.49,610.72,2.74,720.46,3.51,370.81,4.61,302.39,5.74,374.23,9.04,2567.86,3.06,5.77
4099,2014-09-10,480.83,342.91,3.57,7.69,552.13,2.61,583.26,2.52,609.3,2.77,718.33,3.54,369.63,4.68,301.52,5.86,372.83,9.13,2561.2,3.09,5.86
4100,2014-09-11,481.06,342.98,3.57,7.68,552.55,2.6,583.52,2.52,609.59,2.77,718.58,3.54,369.16,4.71,301.24,5.89,371.95,9.21,2562.27,3.09,5.9
4101,2014-09-12,480.15,342.16,3.61,7.72,549.29,2.65,580.85,2.56,606.61,2.82,714.83,3.6,368.83,4.73,301.13,5.94,371.82,9.26,2549.42,3.14,5.94
4102,2014-09-15,479.58,341.93,3.62,7.75,549.9,2.63,581.46,2.54,607.26,2.79,715.42,3.58,368.59,4.74,301.05,5.92,371.77,9.25,2551.87,3.12,5.93
4103,2014-09-16,479.62,341.74,3.62,7.79,549.67,2.62,581.35,2.53,607.11,2.79,715.12,3.58,368.28,4.77,300.72,5.95,371.21,9.31,2551.04,3.12,5.96
4104,2014-09-17,479.5,341.59,3.63,7.82,549.03,2.64,580.66,2.56,606.53,2.81,714.59,3.59,368.75,4.74,300.97,5.93,371.56,9.26,2548.79,3.13,5.94
4105,2014-09-18,479.52,341.48,3.63,7.85,549.09,2.65,580.35,2.57,606.15,2.83,714.21,3.61,369.45,4.7,301.54,5.88,371.82,9.24,2547.34,3.15,5.89
4106,2014-09-19,480.24,342.02,3.61,7.79,551.08,2.63,582.0,2.55,607.84,2.8,716.36,3.58,369.78,4.68,301.78,5.86,372.1,9.21,2554.76,3.12,5.87
4107,2014-09-22,480.91,342.44,3.59,7.78,551.89,2.61,582.89,2.52,608.66,2.78,717.36,3.56,369.7,4.69,301.59,5.88,371.34,9.25,2558.29,3.1,5.89
4108,2014-09-23,481.55,342.52,3.58,7.8,553.52,2.58,584.04,2.5,609.78,2.76,718.42,3.54,368.94,4.74,300.85,5.96,369.79,9.41,2562.64,3.08,5.97
4109,2014-09-24,482.51,342.56,3.58,7.78,552.12,2.61,582.81,2.53,608.38,2.79,716.82,3.57,368.01,4.81,300.12,6.04,368.67,9.52,2556.9,3.11,6.05
4110,2014-09-25,482.17,342.6,3.58,7.8,554.49,2.57,584.75,2.5,610.39,2.76,718.67,3.54,366.77,4.89,298.91,6.14,367.01,9.66,2564.55,3.08,6.15
4111,2014-09-26,480.56,341.92,3.62,7.87,553.95,2.59,583.73,2.53,609.4,2.79,717.07,3.58,365.38,4.98,297.78,6.25,365.23,9.78,2559.65,3.12,6.25
4112,2014-09-29,479.21,341.18,3.65,7.98,555.46,2.56,584.66,2.51,610.34,2.77,717.58,3.58,364.54,5.03,296.9,6.35,364.35,9.87,2562.69,3.1,6.32
4113,2014-09-30,479.02,340.81,3.7,8.11,554.48,2.68,583.94,2.57,609.33,2.82,716.44,3.63,365.9,4.99,297.99,6.31,365.85,9.64,2558.64,3.16,6.26
4114,2014-10-01,479.35,341.22,3.67,8.1,558.68,2.61,587.33,2.49,612.84,2.75,720.36,3.57,366.6,4.95,298.42,6.26,366.24,9.6,2573.09,3.09,6.21
4115,2014-10-02,478.88,340.98,3.69,8.13,556.85,2.63,586.13,2.52,611.63,2.77,718.88,3.59,366.85,4.93,298.5,6.24,365.99,9.63,2567.87,3.11,6.2
4116,2014-10-03,478.82,341.21,3.68,8.12,557.08,2.65,586.52,2.53,611.92,2.79,719.41,3.6,368.03,4.85,299.68,6.13,367.01,9.54,2569.47,3.12,6.11
4117,2014-10-06,479.58,341.71,3.65,8.13,557.9,2.62,587.71,2.49,613.09,2.75,720.93,3.57,369.17,4.79,300.53,6.06,367.85,9.48,2574.62,3.09,6.04
4118,2014-10-07,479.85,342.18,3.62,8.13,560.98,2.57,590.28,2.44,615.8,2.7,723.82,3.52,368.75,4.82,299.95,6.12,367.2,9.53,2585.54,3.04,6.09
4119,2014-10-08,479.78,342.14,3.61,8.17,561.46,2.54,590.92,2.4,616.21,2.67,723.99,3.5,368.07,4.87,299.19,6.18,365.71,9.64,2586.89,3.01,6.15
4120,2014-10-09,480.59,342.4,3.59,8.17,561.48,2.54,591.02,2.4,616.38,2.67,724.25,3.5,367.84,4.88,298.57,6.23,364.04,9.75,2587.66,3.01,6.19
4121,2014-10-10,479.91,341.77,3.61,8.32,562.4,2.53,591.52,2.39,616.94,2.66,724.36,3.5,366.55,4.97,297.04,6.38,361.24,9.97,2589.13,3.01,6.32
4122,2014-10-13,480.11,341.89,3.6,8.32,562.56,2.52,591.68,2.39,617.13,2.66,724.64,3.5,366.73,4.96,297.21,6.38,361.51,9.97,2590.01,3.0,6.32
4123,2014-10-14,480.22,342.19,3.56,8.42,566.21,2.44,594.62,2.31,620.27,2.58,728.06,3.43,365.98,5.01,296.12,6.44,359.4,10.06,2602.75,2.93,6.38
4124,2014-10-15,479.98,341.9,3.54,8.61,569.01,2.37,596.91,2.25,622.4,2.52,730.34,3.37,364.62,5.11,294.27,6.59,356.25,10.29,2611.5,2.87,6.51
4125,2014-10-16,479.29,341.25,3.57,8.69,566.23,2.43,594.49,2.31,619.96,2.58,727.48,3.43,365.31,5.05,294.71,6.56,356.04,10.31,2601.21,2.93,6.47
4126,2014-10-17,480.27,341.82,3.56,8.57,564.46,2.47,593.46,2.34,618.89,2.61,726.71,3.45,368.68,4.86,297.85,6.28,361.32,9.92,2597.47,2.96,6.22
4127,2014-10-20,480.58,342.19,3.55,8.51,565.57,2.44,594.22,2.32,619.59,2.59,727.67,3.43,369.27,4.82,298.23,6.26,361.23,9.92,2600.68,2.94,6.2
4128,2014-10-21,481.18,342.31,3.55,8.48,564.38,2.46,593.74,2.33,619.16,2.6,727.15,3.44,371.27,4.69,300.14,6.09,363.93,9.71,2598.8,2.95,6.04
4129,2014-10-22,481.68,342.6,3.54,8.4,563.49,2.48,592.95,2.35,618.51,2.62,726.46,3.46,371.78,4.66,300.49,6.05,364.4,9.67,2596.08,2.97,6.0
4130,2014-10-23,481.49,342.42,3.57,8.35,561.72,2.52,591.41,2.39,616.82,2.66,724.31,3.5,372.05,4.64,300.84,6.02,364.36,9.68,2588.76,3.0,5.98
4131,2014-10-24,481.79,342.45,3.57,8.32,561.5,2.52,591.46,2.39,616.79,2.66,724.23,3.5,372.27,4.62,300.8,6.03,363.94,9.71,2588.59,3.0,5.98
4132,2014-10-27,482.32,342.8,3.56,8.3,562.35,2.51,592.13,2.37,617.52,2.64,725.09,3.48,372.33,4.63,300.63,6.04,363.51,9.76,2591.66,2.99,6.0
4133,2014-10-28,482.57,343.17,3.55,8.24,561.36,2.53,591.33,2.39,616.57,2.66,724.08,3.5,372.56,4.62,300.63,6.04,363.28,9.76,2587.88,3.01,5.99
4134,2014-10-29,482.99,343.29,3.57,8.17,561.51,2.57,590.76,2.44,615.99,2.71,723.55,3.53,372.63,4.62,300.73,6.05,363.21,9.77,2585.72,3.05,6.0
4135,2014-10-30,483.17,343.71,3.56,8.12,561.89,2.55,590.82,2.43,616.07,2.7,723.67,3.52,372.56,4.62,300.56,6.06,363.04,9.78,2586.11,3.04,6.0
4136,2014-10-31,483.52,343.81,3.59,8.01,560.86,2.58,590.06,2.51,615.18,2.75,722.7,3.58,373.06,4.64,300.81,6.09,363.41,9.83,2582.52,3.09,6.01
4137,2014-11-03,483.55,343.91,3.59,7.96,560.5,2.59,589.68,2.52,614.89,2.76,722.19,3.59,373.22,4.64,300.84,6.08,363.57,9.84,2580.97,3.1,6.01
4138,2014-11-04,482.83,343.27,3.62,8.03,561.05,2.59,589.9,2.52,614.93,2.76,721.87,3.6,372.59,4.67,299.96,6.15,362.35,9.94,2580.68,3.11,6.06
4139,2014-11-05,482.31,343.16,3.62,8.05,560.77,2.59,589.62,2.52,614.65,2.77,721.4,3.61,372.82,4.66,300.29,6.11,362.53,9.91,2579.27,3.12,6.04
4140,2014-11-06,481.45,342.7,3.64,8.09,559.7,2.61,588.56,2.55,613.58,2.79,719.93,3.64,372.67,4.67,300.35,6.11,362.31,9.92,2574.41,3.14,6.04
4141,2014-11-07,480.58,342.51,3.64,8.15,561.95,2.57,590.46,2.5,615.57,2.75,721.77,3.61,372.86,4.65,300.17,6.13,362.61,9.91,2581.98,3.1,6.04
4142,2014-11-10,481.6,342.51,3.64,8.16,560.14,2.6,589.0,2.54,614.1,2.78,720.21,3.64,372.93,4.66,300.25,6.13,362.79,9.92,2576.04,3.14,6.05
4143,2014-11-11,481.68,342.58,3.63,8.16,560.2,2.6,589.06,2.54,614.17,2.78,720.31,3.64,372.99,4.66,300.3,6.13,362.88,9.92,2576.34,3.13,6.05
4144,2014-11-12,481.37,342.47,3.63,8.19,559.97,2.6,589.13,2.54,614.21,2.79,720.06,3.64,372.91,4.66,300.13,6.14,363.24,9.89,2576.04,3.14,6.05
4145,2014-11-13,481.19,342.37,3.63,8.22,560.44,2.59,589.45,2.52,614.69,2.77,720.18,3.64,372.67,4.68,299.92,6.15,362.71,9.95,2577.27,3.13,6.07
4146,2014-11-14,479.62,341.54,3.68,8.28,561.31,2.56,590.12,2.51,615.37,2.75,719.98,3.64,372.13,4.7,299.05,6.22,361.84,9.98,2578.55,3.12,6.11
4147,2014-11-17,478.28,340.75,3.72,8.33,560.53,2.58,589.41,2.52,614.39,2.78,718.6,3.67,371.46,4.74,298.77,6.26,361.1,10.07,2574.17,3.14,6.16
4148,2014-11-18,478.37,340.86,3.71,8.36,561.04,2.57,589.62,2.52,614.47,2.77,718.75,3.67,370.67,4.79,298.2,6.29,360.11,10.17,2574.71,3.14,6.21
4149,2014-11-19,477.47,340.54,3.73,8.39,559.52,2.61,588.51,2.54,613.28,2.8,717.21,3.69,369.9,4.84,297.43,6.35,358.98,10.26,2569.48,3.17,6.27
4150,2014-11-20,477.58,340.46,3.72,8.44,560.18,2.59,589.04,2.53,613.85,2.79,717.92,3.68,369.66,4.85,297.11,6.38,358.64,10.29,2571.93,3.16,6.29
4151,2014-11-21,478.57,341.29,3.7,8.38,561.45,2.58,590.13,2.51,615.15,2.77,720.14,3.65,370.79,4.79,298.17,6.3,359.8,10.2,2578.43,3.13,6.22
4152,2014-11-24,478.96,341.68,3.67,8.37,561.67,2.58,590.57,2.51,615.56,2.76,720.85,3.64,371.15,4.77,298.44,6.28,360.25,10.2,2580.52,3.12,6.2
4153,2014-11-25,478.98,341.94,3.66,8.36,564.63,2.52,592.6,2.47,617.64,2.72,723.17,3.61,371.55,4.75,298.7,6.25,360.44,10.18,2589.11,3.09,6.17
4154,2014-11-26,478.61,342.06,3.66,8.37,565.99,2.5,593.63,2.45,618.64,2.7,724.47,3.59,371.7,4.74,298.79,6.24,360.72,10.15,2593.58,3.07,6.16
4155,2014-11-27,478.69,342.12,3.66,8.37,566.04,2.5,593.68,2.45,618.71,2.7,724.56,3.58,371.76,4.74,298.85,6.24,360.81,10.15,2593.87,3.06,6.16
4156,2014-11-28,477.75,342.08,3.65,8.41,567.46,2.46,594.99,2.41,619.95,2.67,725.5,3.56,370.99,4.78,298.12,6.28,359.91,10.22,2598.33,3.04,6.21
4157,2014-11-30,477.89,342.18,3.68,8.36,567.56,2.44,595.1,2.44,620.08,2.69,725.69,3.6,371.1,4.84,298.24,6.4,360.1,10.34,2598.92,3.06,6.27
4158,2014-12-01,475.37,340.83,3.73,8.54,566.09,2.47,593.86,2.46,618.68,2.72,723.42,3.63,369.26,4.94,295.88,6.58,356.45,10.59,2592.1,3.09,6.42
4159,2014-12-02,473.54,340.0,3.77,8.64,563.34,2.52,591.61,2.51,616.17,2.78,720.33,3.69,368.6,4.98,295.1,6.67,355.42,10.69,2581.38,3.15,6.49
4160,2014-12-03,470.63,339.36,3.81,8.76,563.41,2.54,591.6,2.52,616.15,2.79,719.94,3.71,368.78,4.97,295.12,6.65,355.27,10.72,2580.73,3.16,6.48
4161,2014-12-04,469.59,339.06,3.82,8.85,564.3,2.51,592.68,2.5,617.37,2.76,721.0,3.69,369.03,4.96,295.13,6.65,354.8,10.76,2585.2,3.14,6.48
4162,2014-12-05,467.12,338.01,3.87,8.95,562.76,2.57,591.41,2.56,615.91,2.83,718.94,3.76,368.83,4.97,294.82,6.68,353.74,10.84,2578.59,3.21,6.51
4163,2014-12-08,465.1,336.91,3.92,9.11,565.48,2.55,593.14,2.54,617.68,2.8,720.14,3.74,368.16,5.02,293.93,6.75,352.5,10.96,2584.68,3.19,6.57
4164,2014-12-09,462.22,335.34,3.97,9.37,566.73,2.52,593.94,2.52,618.51,2.78,719.93,3.75,366.58,5.12,291.92,6.94,349.22,11.23,2586.28,3.18,6.73
4165,2014-12-10,459.4,334.37,3.99,9.59,568.52,2.48,595.42,2.48,620.07,2.74,720.69,3.74,365.46,5.18,290.58,7.06,347.36,11.39,2591.12,3.15,6.83
4166,2014-12-11,457.43,333.61,4.03,9.7,568.52,2.49,594.93,2.5,619.56,2.76,719.7,3.76,364.6,5.24,289.85,7.13,346.45,11.49,2588.37,3.17,6.89
4167,2014-12-12,454.41,331.89,4.09,9.93,571.38,2.43,597.05,2.44,621.91,2.71,720.96,3.74,362.95,5.34,287.76,7.3,343.62,11.73,2595.8,3.13,7.04
4168,2014-12-15,448.52,329.29,4.24,10.19,571.11,2.45,596.18,2.49,621.05,2.75,718.65,3.8,361.6,5.42,286.05,7.44,341.84,11.72,2590.13,3.18,7.13
4169,2014-12-16,439.19,326.46,4.4,10.57,572.47,2.42,597.25,2.46,621.79,2.73,717.92,3.83,359.62,5.54,284.31,7.59,338.87,11.95,2590.92,3.18,7.28
